,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
24,2020-02-08 00:00:00,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25,2020-02-09 00:00:00,3,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-
26,2020-02-10 00:00:00,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
27,2020-02-11 00:00:00,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28,2020-02-12 00:00:00,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29,2020-02-13 00:00:00,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30,2020-02-14 00:00:00,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31,2020-02-15 00:00:00,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
32,2020-02-16 00:00:00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33,2020-02-17 00:00:00,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
34,2020-02-18 00:00:00,2,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
35,2020-02-19 00:00:00,34,2,-,27,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-
36,2020-02-20 00:00:00,16,-,-,12,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-
37,2020-02-21 00:00:00,74,5,-,44,-,1,-,-,-,1,-,1,1,1,-,17,2,1,-
38,2020-02-22 00:00:00,190,2,2,67,-,3,1,-,1,2,-,2,-,1,-,106,2,1,-
39,2020-02-23 00:00:00,210,3,7,136,1,1,1,1,-,8,6,-,-,-,-,39,7,-,-
40,2020-02-24 00:00:00,207,4,8,152,-,2,1,-,-,12,-,-,-,-,-,19,9,-,-
41,2020-02-25 00:00:00,130,7,18,54,-,-,-,1,-,5,-,-,-,-,-,44,1,-,-
42,2020-02-26 00:00:00,253,8,13,184,1,-,-,1,-,3,-,2,1,-,-,36,4,-,-
43,2020-02-27 00:00:00,449,10,8,340,-,-,5,3,-,12,-,2,5,-,-,53,11,-,-
44,2020-02-28 00:00:00,427,7,5,296,1,-,4,5,-,11,-,3,9,2,-,74,10,-,-
45,2020-02-29 00:00:00,909,12,14,742,2,-,1,6,-,10,1,-,32,-,1,75,13,-,-
46,2020-03-01 00:00:00,595,8,4,512,-,-,-,-,-,8,-,1,12,-,1,48,1,-,-
47,2020-03-02 00:00:00,686,9,6,517,1,-,1,3,-,8,12,-,17,1,1,108,2,-,-
48,2020-03-03 00:00:00,600,7,2,520,-,2,-,-,-,2,1,-,4,1,-,59,1,1,-
49,2020-03-04 00:00:00,516,-,3,398,1,2,1,3,-,9,1,-,1,-,-,95,2,-,-
50,2020-03-05 00:00:00,438,5,-,326,1,-,1,-,-,7,2,1,4,-,-,81,9,1,-
51,2020-03-06 00:00:00,518,2,3,367,-,-,2,-,-,10,2,3,4,-,-,122,3,-,-
52,2020-03-07 00:00:00,483,3,1,390,-,-,-,-,1,10,1,5,2,-,-,65,5,-,-
53,2020-03-08 00:00:00,367,12,1,297,-,-,-,1,1,11,1,4,6,-,-,32,1,-,-
54,2020-03-09 00:00:00,248,10,-,190,-,2,-,-,3,12,1,1,4,-,-,25,-,-,-
55,2020-03-10 00:00:00,131,11,-,92,4,-,-,-,2,10,-,-,2,-,-,10,-,-,-
56,2020-03-11 00:00:00,242,53,2,131,12,-,-,1,2,11,1,2,8,-,-,18,1,-,-
57,2020-03-12 00:00:00,114,19,2,72,-,-,2,-,5,3,-,-,2,-,-,8,1,-,-
58,2020-03-13 00:00:00,110,12,1,61,2,-,2,2,17,8,-,-,1,-,-,4,-,-,-
59,2020-03-14 00:00:00,107,13,3,62,1,-,-,-,6,15,-,1,-,-,-,6,-,-,-
60,2020-03-15 00:00:00,76,9,3,41,1,1,-,1,1,11,-,3,-,-,-,4,-,-,1
61,2020-03-16 00:00:00,74,6,1,35,1,-,-,-,1,20,-,-,-,-,-,7,-,-,3
62,2020-03-17 00:00:00,84,12,-,32,1,-,-,-,-,31,-,-,-,-,-,5,1,-,2
63,2020-03-18 00:00:00,93,5,-,46,1,1,-,2,1,15,1,1,3,2,1,9,-,-,5
64,2020-03-19 00:00:00,152,12,-,97,-,-,-,6,-,18,-,1,-,1,-,12,-,-,5
65,2020-03-20 00:00:00,87,17,1,34,4,1,-,-,-,14,-,-,1,-,-,13,1,-,1
66,2020-03-21 00:00:00,147,15,-,69,4,-,-,-,-,12,-,1,-,-,-,40,-,-,6
67,2020-03-22 00:00:00,98,10,-,43,-,1,2,-,-,16,-,1,1,-,1,11,1,-,11
68,2020-03-23 00:00:00,64,6,1,24,-,-,-,-,1,14,-,2,-,-,-,2,1,-,13
69,2020-03-24 00:00:00,76,4,2,31,1,-,-,-,-,15,-,1,-,-,-,1,1,-,20
70,2020-03-25 00:00:00,100,13,1,14,1,-,-,1,2,21,1,-,3,-,2,5,-,2,34
71,2020-03-26 00:00:00,104,13,-,26,1,-,6,-,-,14,-,1,1,-,-,12,-,-,30
72,2020-03-27 00:00:00,91,12,1,34,3,1,1,2,-,11,-,2,-,-,-,9,1,1,13
73,2020-03-28 00:00:00,146,18,1,71,5,-,-,-,-,21,1,-,2,-,-,2,-,1,24
74,2020-03-29 00:00:00,105,20,3,23,7,-,3,-,2,15,2,-,1,2,1,2,3,-,21
75,2020-03-30 00:00:00,78,16,1,14,-,-,-,-,-,15,2,3,-,1,-,11,1,1,13
76,2020-03-31 00:00:00,125,24,1,60,6,-,2,-,-,13,-,-,1,-,-,2,1,-,15
77,2020-04-01 00:00:00,101,24,3,20,5,4,-,-,-,22,2,-,3,1,3,2,4,-,8
78,2020-04-02 00:00:00,89,14,-,21,4,1,-,1,-,18,1,-,2,-,2,2,6,-,17
79,2020-04-03 00:00:00,86,18,-,9,1,1,-,-,-,23,2,1,1,1,1,5,1,-,22
80,2020-04-04 00:00:00,94,22,-,27,3,-,-,-,-,23,1,-,1,-,-,1,1,-,15
81,2020-04-05 00:00:00,81,24,-,7,2,1,1,-,-,10,3,-,-,1,-,4,1,3,24
82,2020-04-06 00:00:00,47,11,-,13,1,-,2,-,-,8,-,-,1,-,-,2,2,-,7
83,2020-04-07 00:00:00,47,4,1,13,-,-,-,-,-,10,2,-,1,-,-,1,1,-,14
84,2020-04-08 00:00:00,53,11,2,9,4,-,-,-,-,6,2,-,-,1,-,3,1,-,14
85,2020-04-09 00:00:00,39,12,-,4,-,-,-,-,-,10,-,-,1,-,-,-,2,-,10
86,2020-04-10 00:00:00,27,5,1,-,1,-,-,-,-,9,-,-,-,-,-,7,-,-,4
87,2020-04-11 00:00:00,30,4,-,7,-,-,-,1,-,9,-,-,-,-,-,3,-,-,6
88,2020-04-12 00:00:00,32,3,-,2,1,-,-,-,-,4,-,-,1,-,-,3,-,-,18
89,2020-04-13 00:00:00,25,8,-,3,1,-,-,-,-,3,-,-,-,-,-,4,-,-,6
90,2020-04-14 00:00:00,27,2,-,3,1,-,-,1,-,8,-,-,-,-,-,5,-,-,7
91,2020-04-15 00:00:00,27,5,1,1,-,1,-,-,-,6,2,-,-,-,-,6,-,1,4
92,2020-04-16 00:00:00,22,2,3,4,-,-,-,-,-,4,1,-,-,-,-,4,-,-,4
93,2020-04-17 00:00:00,22,2,-,-,1,2,-,-,-,1,-,-,-,-,-,4,1,-,11
94,2020-04-18 00:00:00,18,1,-,3,1,-,-,-,-,4,1,-,2,-,-,2,-,-,4
95,2020-04-19 00:00:00,8,2,-,2,1,-,-,-,-,-,-,-,-,-,-,1,-,-,2
96,2020-04-20 00:00:00,13,-,2,1,1,-,-,1,-,2,-,-,-,-,-,2,-,-,4
97,2020-04-21 00:00:00,9,2,-,2,-,-,-,-,-,2,-,-,-,-,-,-,-,-,3
98,2020-04-22 00:00:00,11,2,2,1,-,-,1,-,-,-,-,-,-,-,-,2,1,-,2
99,2020-04-23 00:00:00,8,-,1,4,-,-,-,-,-,1,-,-,-,-,-,-,-,-,2
100,2020-04-24 00:00:00,6,-,1,3,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1
101,2020-04-25 00:00:00,10,1,-,2,-,-,-,-,-,2,-,-,-,-,-,1,-,-,4
102,2020-04-26 00:00:00,10,-,1,1,-,-,-,-,-,6,-,-,-,1,-,-,-,-,1
103,2020-04-27 00:00:00,10,-,-,1,-,-,-,-,-,3,-,-,1,-,-,-,-,-,5
104,2020-04-28 00:00:00,14,4,-,2,1,-,-,-,-,3,-,-,-,-,-,1,-,-,3
105,2020-04-29 00:00:00,9,-,-,3,-,-,-,-,-,2,-,-,1,-,-,-,-,-,3
106,2020-04-30 00:00:00,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
107,2020-05-01 00:00:00,9,1,-,-,1,-,-,-,-,2,-,-,-,-,-,1,-,-,4
108,2020-05-02 00:00:00,6,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,3
109,2020-05-03 00:00:00,13,2,-,4,-,-,-,-,-,2,-,-,-,-,-,-,-,-,5
110,2020-05-04 00:00:00,8,-,-,-,1,-,-,1,-,1,-,-,-,-,1,-,-,-,4
111,2020-05-05 00:00:00,3,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,2
112,2020-05-06 00:00:00,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
113,2020-05-07 00:00:00,4,-,-,-,-,-,1,-,-,1,-,1,-,-,-,-,-,-,1
114,2020-05-08 00:00:00,12,-,2,3,-,-,-,-,-,2,-,1,-,1,-,-,-,-,3
115,2020-05-09 00:00:00,18,12,1,-,1,-,-,-,-,4,-,-,-,-,-,-,-,-,-
116,2020-05-10 00:00:00,34,14,-,2,3,-,-,-,-,6,-,2,-,-,-,-,-,1,6
117,2020-05-11 00:00:00,35,21,-,-,3,-,-,-,1,3,1,3,-,-,-,-,-,-,3
118,2020-05-12 00:00:00,27,12,-,1,1,-,2,-,-,8,-,-,-,-,-,1,1,-,1
119,2020-05-13 00:00:00,26,11,3,3,2,-,-,1,-,3,-,-,-,1,-,-,1,-,1
120,2020-05-14 00:00:00,29,4,-,-,12,-,-,-,-,6,1,3,1,-,1,1,-,-,-
121,2020-05-15 00:00:00,27,14,-,3,5,-,-,-,-,3,-,-,-,-,1,-,-,-,1
122,2020-05-16 00:00:00,19,5,-,1,-,-,-,-,-,4,-,1,-,-,-,-,-,-,8
123,2020-05-17 00:00:00,13,5,-,1,-,-,1,-,-,-,-,-,-,-,-,-,2,-,4
124,2020-05-18 00:00:00,15,1,-,1,-,-,-,-,-,3,-,3,-,-,-,-,-,-,7
125,2020-05-19 00:00:00,13,6,-,-,2,-,-,4,-,1,-,-,-,-,-,-,-,-,-
126,2020-05-20 00:00:00,32,10,-,1,8,-,-,-,-,10,-,-,-,1,-,-,-,-,2
127,2020-05-21 00:00:00,12,4,-,-,6,-,-,-,-,-,-,-,1,-,-,-,-,-,1
128,2020-05-22 00:00:00,20,2,-,-,1,-,-,1,-,6,-,-,-,-,-,2,1,-,7
129,2020-05-23 00:00:00,23,4,-,1,-,-,1,-,-,13,-,-,-,-,-,-,1,-,3
130,2020-05-24 00:00:00,25,6,-,-,2,-,-,-,-,6,1,-,-,-,-,6,-,-,4
131,2020-05-25 00:00:00,16,6,-,1,1,-,-,-,-,6,-,-,-,-,-,1,-,-,1
132,2020-05-26 00:00:00,19,9,-,1,3,-,-,-,-,2,-,1,-,-,-,1,-,-,2
133,2020-05-27 00:00:00,40,19,-,3,11,-,-,-,-,6,-,-,-,-,-,-,-,-,1
134,2020-05-28 00:00:00,79,24,1,2,22,-,-,-,-,21,-,-,1,-,-,1,-,-,7
135,2020-05-29 00:00:00,58,20,-,-,18,-,-,-,-,20,-,-,-,-,-,-,-,-,-
136,2020-05-30 00:00:00,39,9,1,2,5,2,-,-,-,13,1,-,-,-,1,-,-,-,5
137,2020-05-31 00:00:00,27,6,1,1,3,-,1,2,-,12,-,-,-,-,-,-,-,1,-
138,2020-06-01 00:00:00,35,1,-,1,18,-,-,-,-,12,-,-,-,-,1,-,-,-,2
139,2020-06-02 00:00:00,38,14,-,-,9,-,-,-,-,14,-,-,-,-,-,-,-,-,1
140,2020-06-03 00:00:00,49,19,-,1,16,-,-,-,-,13,-,-,-,-,-,-,-,-,-
141,2020-06-04 00:00:00,39,14,-,-,7,-,-,-,-,15,-,-,-,-,-,1,-,-,2
142,2020-06-05 00:00:00,39,15,-,1,6,-,-,-,-,13,-,-,1,-,-,2,-,-,1
143,2020-06-06 00:00:00,51,23,-,-,11,-,-,-,-,8,1,-,1,-,-,1,1,-,5
144,2020-06-07 00:00:00,57,27,-,1,6,-,-,1,-,19,-,1,-,-,-,-,-,-,2
145,2020-06-08 00:00:00,37,21,-,1,4,-,-,-,-,8,-,-,-,-,-,-,-,-,3
146,2020-06-09 00:00:00,38,19,-,-,3,-,-,-,-,13,-,-,2,-,-,-,1,-,-
147,2020-06-10 00:00:00,50,12,-,-,8,-,-,-,-,21,1,-,-,-,-,-,2,-,6
148,2020-06-11 00:00:00,45,21,-,-,6,-,-,-,-,16,-,-,-,-,-,-,-,-,2
149,2020-06-12 00:00:00,56,25,-,1,1,-,-,-,-,19,-,-,-,-,-,-,-,-,10
150,2020-06-13 00:00:00,48,29,-,3,1,-,-,-,-,14,-,-,-,-,-,-,-,-,1
151,2020-06-14 00:00:00,34,12,-,2,8,-,-,-,-,10,1,-,-,-,-,-,-,-,1
152,2020-06-15 00:00:00,37,7,-,-,8,-,-,-,-,10,-,-,2,-,-,-,3,-,7
153,2020-06-16 00:00:00,34,12,1,-,2,-,3,-,-,5,-,-,-,-,-,-,2,-,9
154,2020-06-17 00:00:00,43,13,-,1,2,-,5,-,-,13,-,-,1,-,-,-,-,1,7
155,2020-06-18 00:00:00,59,25,-,1,1,-,7,-,1,16,-,-,3,1,-,-,-,-,4
156,2020-06-19 00:00:00,49,18,-,-,-,-,6,-,-,11,-,-,-,-,-,-,-,3,11
157,2020-06-20 00:00:00,67,14,2,2,5,-,5,-,-,17,-,-,2,1,-,1,-,-,18
158,2020-06-21 00:00:00,48,17,-,1,-,1,10,-,1,10,2,-,1,-,-,-,1,-,4
159,2020-06-22 00:00:00,17,5,-,1,1,-,-,-,-,6,-,-,2,1,-,1,-,-,-
160,2020-06-23 00:00:00,46,6,-,1,1,-,4,-,-,7,-,1,-,-,-,-,-,-,26
161,2020-06-24 00:00:00,51,11,2,2,3,-,8,2,-,7,1,-,1,1,-,1,-,-,12
162,2020-06-25 00:00:00,28,9,-,-,1,-,4,-,-,9,-,-,1,-,-,-,-,-,4
163,2020-06-26 00:00:00,39,17,-,-,2,-,4,-,-,4,1,-,3,-,-,1,-,-,7
164,2020-06-27 00:00:00,51,17,-,1,1,-,2,-,-,17,-,1,-,1,-,-,-,-,11
165,2020-06-28 00:00:00,62,14,-,-,-,4,6,-,-,17,-,1,1,-,3,-,-,-,16
166,2020-06-29 00:00:00,42,7,1,2,1,4,2,-,-,16,-,-,-,1,1,1,1,-,5
167,2020-06-30 00:00:00,42,7,1,-,3,3,5,-,1,7,1,-,-,-,-,1,-,-,13
168,2020-07-01 00:00:00,51,9,-,1,2,12,4,-,-,16,-,-,1,-,1,-,-,-,5
169,2020-07-02 00:00:00,54,13,-,3,-,22,1,-,-,10,-,-,3,-,-,-,-,-,2
170,2020-07-03 00:00:00,61,12,-,11,1,6,4,-,-,18,-,-,1,1,-,1,2,-,4
171,2020-07-04 00:00:00,63,7,1,1,2,8,3,-,-,19,-,2,-,-,-,1,1,-,18
172,2020-07-05 00:00:00,61,16,-,-,-,16,8,-,-,8,1,-,-,1,-,1,-,1,9
173,2020-07-06 00:00:00,48,3,1,2,6,7,2,-,-,6,1,-,1,-,2,1,1,-,15
174,2020-07-07 00:00:00,44,3,-,1,2,6,2,-,-,13,-,-,-,1,-,-,-,-,16
175,2020-07-08 00:00:00,62,10,-,1,1,8,2,-,-,18,-,-,6,2,1,-,2,-,11
176,2020-07-09 00:00:00,50,8,-,-,3,15,6,-,-,8,-,-,1,1,1,-,2,-,5
177,2020-07-10 00:00:00,45,8,-,-,1,3,7,-,-,14,-,2,-,-,3,-,3,-,4
178,2020-07-11 00:00:00,35,8,-,-,1,9,2,-,-,4,-,-,1,2,-,-,-,-,8
179,2020-07-12 00:00:00,44,7,-,-,-,5,1,-,-,17,-,-,-,1,-,-,1,-,12
180,2020-07-13 00:00:00,62,13,-,1,3,7,-,-,-,11,2,1,4,-,-,-,2,-,18
181,2020-07-14 00:00:00,33,7,-,-,-,1,1,-,-,9,-,1,-,2,-,-,-,-,12
182,2020-07-15 00:00:00,39,6,-,-,1,1,3,-,-,5,-,-,-,-,-,-,-,-,23
183,2020-07-16 00:00:00,61,7,-,2,3,1,1,1,-,21,3,1,-,-,-,-,1,-,20
184,2020-07-17 00:00:00,60,9,-,-,-,5,1,-,-,15,-,-,-,-,-,-,2,3,25
185,2020-07-18 00:00:00,39,6,1,3,2,-,-,1,-,10,-,-,-,-,1,-,2,1,12
186,2020-07-19 00:00:00,34,10,-,-,1,10,1,-,-,4,-,-,-,-,-,-,-,1,7
187,2020-07-20 00:00:00,26,3,-,2,2,1,-,-,-,1,-,-,1,1,2,1,2,-,10
188,2020-07-21 00:00:00,45,21,-,2,-,-,-,-,-,2,-,-,-,-,-,1,-,1,18
189,2020-07-22 00:00:00,63,16,-,1,5,4,-,-,-,15,-,1,1,-,-,-,1,-,19
190,2020-07-23 00:00:00,59,12,2,-,3,9,-,-,-,28,-,-,-,-,-,-,-,-,5
191,2020-07-24 00:00:00,41,21,2,2,-,2,-,-,-,8,-,-,-,-,-,1,2,-,3
192,2020-07-25 00:00:00,113,11,5,-,-,-,-,1,-,14,-,-,-,-,1,-,-,-,81
193,2020-07-26 00:00:00,58,7,1,-,-,1,-,-,-,7,-,-,-,-,-,-,-,-,42
194,2020-07-27 00:00:00,25,9,1,-,-,-,-,-,-,6,-,1,1,-,-,-,-,-,7
195,2020-07-28 00:00:00,28,6,2,-,-,-,-,-,-,6,-,-,1,-,2,1,-,-,10
196,2020-07-29 00:00:00,48,9,1,-,3,1,-,1,-,11,-,-,-,-,-,1,-,-,21
197,2020-07-30 00:00:00,18,3,-,-,-,-,-,-,-,5,-,-,-,-,-,1,1,-,8
198,2020-07-31 00:00:00,36,8,-,1,-,-,-,-,-,10,2,-,1,-,-,2,-,-,12
199,2020-08-01 00:00:00,31,2,1,-,1,-,-,-,-,7,-,-,-,-,-,1,-,-,19
200,2020-08-02 00:00:00,30,5,1,2,-,1,-,-,-,3,-,-,-,-,-,1,-,-,17
201,2020-08-03 00:00:00,23,5,-,-,-,-,-,-,-,1,-,-,-,-,-,1,2,-,14
202,2020-08-04 00:00:00,34,9,1,-,1,2,-,-,-,11,-,1,-,-,1,1,-,-,7
203,2020-08-05 00:00:00,33,6,-,1,1,1,-,-,-,7,1,6,-,-,-,-,4,-,6
204,2020-08-06 00:00:00,43,9,3,-,-,-,-,-,-,13,2,1,2,-,2,4,1,-,6
205,2020-08-07 00:00:00,20,9,-,-,-,-,-,-,-,5,-,-,-,-,-,1,-,-,5
206,2020-08-08 00:00:00,43,17,-,1,2,-,-,-,-,18,-,-,-,-,-,-,-,-,5
207,2020-08-09 00:00:00,36,13,-,1,1,2,-,1,-,15,-,1,1,-,-,-,-,-,1
208,2020-08-10 00:00:00,28,13,1,-,-,-,-,-,-,6,-,-,-,-,1,1,-,-,6
209,2020-08-11 00:00:00,34,6,9,-,-,-,-,-,-,13,-,-,2,1,-,-,-,-,3
210,2020-08-12 00:00:00,54,15,4,-,-,6,1,-,-,19,-,-,1,-,-,-,-,-,8
211,2020-08-13 00:00:00,56,26,2,1,-,2,-,1,-,17,-,-,1,2,-,-,1,-,3
212,2020-08-14 00:00:00,103,32,5,-,4,2,-,1,-,47,1,-,3,-,-,1,-,-,7
213,2020-08-15 00:00:00,166,74,3,-,6,1,1,-,-,72,3,-,2,1,-,-,1,-,2
214,2020-08-16 00:00:00,279,146,7,1,9,7,-,3,-,98,-,1,5,-,-,-,2,-,-
215,2020-08-17 00:00:00,197,90,7,1,7,7,2,-,-,70,1,3,4,1,-,2,-,-,2
216,2020-08-18 00:00:00,246,132,7,6,18,4,-,3,-,52,2,1,5,7,-,3,-,-,6
217,2020-08-19 00:00:00,297,151,9,2,8,6,-,-,2,99,6,2,3,1,2,3,1,-,2
218,2020-08-20 00:00:00,288,135,15,3,10,1,8,-,1,85,5,1,5,6,3,5,3,-,2
219,2020-08-21 00:00:00,324,126,8,4,18,5,7,1,3,103,9,3,13,5,6,6,4,-,3
220,2020-08-22 00:00:00,332,129,3,9,21,11,5,3,1,95,16,2,7,4,7,4,9,2,4
221,2020-08-23 00:00:00,396,140,2,6,32,17,15,3,-,124,15,3,10,-,14,2,9,-,4
222,2020-08-24 00:00:00,266,97,3,-,20,1,10,1,3,85,6,10,8,4,7,6,1,-,4
223,2020-08-25 00:00:00,280,135,3,5,14,4,11,-,3,72,8,2,9,4,1,1,2,3,3
224,2020-08-26 00:00:00,320,111,4,3,27,7,7,2,-,99,18,-,12,7,13,-,5,2,3
225,2020-08-27 00:00:00,441,154,8,13,59,39,3,2,-,102,14,1,15,2,13,4,8,1,3
226,2020-08-28 00:00:00,371,146,8,8,27,17,3,1,2,113,3,5,9,2,12,1,4,2,8
227,2020-08-29 00:00:00,323,125,6,6,20,16,4,-,-,104,-,6,8,-,9,1,12,1,5
228,2020-08-30 00:00:00,299,116,6,30,13,2,6,3,1,80,2,5,8,-,8,3,7,2,7
229,2020-08-31 00:00:00,248,94,4,4,14,9,7,5,1,79,3,1,9,1,5,2,1,6,3
230,2020-09-01 00:00:00,235,94,3,2,22,4,8,6,-,63,4,1,7,-,4,9,3,1,4
231,2020-09-02 00:00:00,267,101,7,13,11,10,14,5,-,84,2,1,7,-,3,4,1,1,3
232,2020-09-03 00:00:00,195,69,4,3,16,6,4,8,-,64,4,1,7,-,6,-,-,-,3
233,2020-09-04 00:00:00,198,68,4,7,5,11,4,3,-,56,3,4,21,-,1,4,3,-,4
234,2020-09-05 00:00:00,168,51,10,5,14,8,2,1,-,50,3,4,4,2,-,1,8,1,4
235,2020-09-06 00:00:00,167,63,2,5,12,7,5,1,-,47,5,2,2,1,3,2,6,-,4
236,2020-09-07 00:00:00,119,48,9,2,1,9,5,3,-,31,-,-,3,1,-,-,3,-,4
237,2020-09-08 00:00:00,136,67,1,2,2,13,4,3,1,31,-,1,-,3,1,3,-,-,4
238,2020-09-09 00:00:00,156,49,2,2,1,17,8,4,2,55,-,1,8,1,1,-,1,-,4
239,2020-09-10 00:00:00,155,48,1,1,5,5,11,4,-,50,2,3,12,1,2,3,1,2,4
240,2020-09-11 00:00:00,176,63,3,1,8,8,11,5,-,47,-,1,14,-,2,2,-,2,9
241,2020-09-12 00:00:00,136,50,4,4,8,3,7,1,-,32,3,-,6,1,1,2,3,1,10
242,2020-09-13 00:00:00,121,31,3,14,3,3,2,7,-,32,1,-,11,2,-,2,3,-,7
243,2020-09-14 00:00:00,109,41,3,4,10,3,1,1,-,30,-,-,8,1,-,1,1,-,5
244,2020-09-15 00:00:00,106,32,4,-,9,1,3,-,-,39,1,2,3,1,-,1,2,3,5
245,2020-09-16 00:00:00,113,51,4,4,9,2,1,-,-,26,-,2,2,5,-,2,3,-,2
246,2020-09-17 00:00:00,153,64,2,2,7,1,1,-,-,54,-,-,10,-,1,6,3,-,2
247,2020-09-18 00:00:00,126,46,2,2,6,-,3,-,-,37,-,3,6,8,-,5,4,2,2
248,2020-09-19 00:00:00,110,40,2,2,11,-,2,-,-,41,-,1,4,1,-,4,1,-,1
249,2020-09-20 00:00:00,82,28,6,2,3,-,2,1,-,26,-,1,1,-,-,5,1,-,6
250,2020-09-21 00:00:00,70,23,8,1,2,1,2,-,-,18,-,2,-,-,-,1,2,-,10
251,2020-09-22 00:00:00,61,21,5,-,2,-,-,1,1,20,2,2,-,-,-,4,1,-,2
252,2020-09-23 00:00:00,110,40,7,3,5,2,-,2,-,30,1,2,5,1,-,6,-,-,6
253,2020-09-24 00:00:00,125,39,7,1,10,-,1,-,3,48,2,2,1,1,1,2,1,1,5
254,2020-09-25 00:00:00,114,57,3,-,3,2,-,-,1,27,1,3,1,3,-,6,1,-,6
255,2020-09-26 00:00:00,61,26,2,1,1,-,1,-,-,14,-,-,-,3,-,3,1,-,9
256,2020-09-27 00:00:00,95,34,3,-,9,2,-,-,1,21,-,2,2,2,1,6,1,-,11
257,2020-09-28 00:00:00,50,19,1,-,1,-,-,1,-,14,1,1,-,-,-,4,1,-,7
