local_id,year,month,home,office,industry,change(home),change(office),change(industry)
26,2021,8,183178,366059,2362485,37.68123567214101,3.4295789173290085,-1.3520595106613524
26,2021,9,152513,335461,2373587,-16.740547445653952,-8.358761838938532,0.46992890960154243
26,2021,10,126664,315801,2354704,-16.948719125582738,-5.860591842270786,-0.7955469928003481
26,2021,11,127439,338719,2280126,0.6118549864207667,7.257101782451607,-3.167192139648975
26,2021,12,129029,333031,2444440,1.2476557411781324,-1.6792680658599017,7.206356139967704
26,2022,1,141911,364383,2401631,9.983802091002799,9.414138623731723,-1.751280456873558
26,2022,2,143347,340012,2191299,1.0119018257922219,-6.688292263909129,-8.757881622947073
26,2022,3,125864,321081,2416910,-12.196278959448053,-5.567744667835252,10.295765205934927
26,2022,4,130896,302429,2276729,3.9979660586029366,-5.809126046075601,-5.800009102531745
26,2022,5,118477,298948,2329360,-9.48768487959907,-1.151013956994865,2.3116936622672264
26,2022,6,122153,319147,2169075,3.1027119187690437,6.756693471774355,-6.881074629941271
26,2022,7,149526,358776,2393895,22.40878242859365,12.417161997449451,10.364786833097057
26,2022,8,181410,378273,2342449,21.323381886762167,5.43430998729012,-2.149049979217969
26,2022,9,158966,360865,2220211,-12.371975084063722,-4.601967362196087,-5.218384690552495
26,2022,10,123131,331858,2138119,-22.54255626989419,-8.038186025244897,-3.6974864100754385
26,2022,11,124106,302881,2086072,0.7918395854821288,-8.731746710942632,-2.4342424345885334
26,2022,12,128368,342822,2283786,3.434161120332619,13.18702724832525,9.477812846344708
29,2020,1,45624,110239,132979,8.950234024262107,8.463453269970582,-1.7459473038672402
29,2020,2,45959,104055,133260,0.7342626687708224,-5.609629985758216,0.21131156047195424
29,2020,3,42995,94668,142884,-6.449226484475293,-9.021190716448032,7.221972084646556
29,2020,4,44245,84571,135789,2.9073148040469823,-10.66569484936832,-4.965566473502982
29,2020,5,41341,80596,130364,-6.563453497570347,-4.700192737463197,-3.9951689753956505
29,2020,6,42855,87812,138681,3.6622239423332767,8.953297930418383,6.37982878708846
29,2020,7,45058,93635,145992,5.1405903628514755,6.631212135015716,5.271810846475003
29,2020,8,50666,99184,144172,12.446180478494385,5.926202808778768,-1.2466436517069428
29,2020,9,65247,95631,149846,28.778668140370268,-3.582231005000806,3.93557694975446
29,2020,10,44175,82974,138912,-32.29573773506828,-13.235247984440193,-7.2968247400664685
29,2020,11,44455,91407,152192,0.6338426711941143,10.163424687251428,9.560009214466712
29,2020,12,46364,107083,157294,4.294230120346418,17.14967125056068,3.3523444070647606
29,2021,1,52480,122502,159192,13.191269088085583,14.399110969995238,1.2066575966025406
29,2021,2,53385,111043,139581,1.7244664634146343,-9.354132993747042,-12.319086386250564
29,2021,3,44544,98310,153144,-16.56083169429615,-11.466729104941328,9.716938551808628
29,2021,4,46894,91899,148729,5.275682471264368,-6.521208422337504,-2.8829075902418637
29,2021,5,43857,86462,144865,-6.476308269714676,-5.916277652640399,-2.5980138372476116
29,2021,6,46213,93803,152874,5.372004469069932,8.490435104438944,5.5285955889966525
29,2021,7,49119,105239,160939,6.28827386233311,12.191507734294213,5.275586430655311
29,2021,8,71039,110752,157209,44.62631568232252,5.238552247740857,-2.3176483015303937
29,2021,9,60033,99654,149663,-15.49289826714903,-10.020586535683329,-4.79997964493127
29,2021,10,47279,92964,146457,-21.244981926607032,-6.713227768077548,-2.1421460213947334
29,2021,11,48302,97909,151077,2.163751348378773,5.319263370767178,3.1545095147381144
29,2021,12,48961,753406,155567,1.364332739845141,669.4961648060954,2.9719944134447998
29,2022,1,54158,-512498,159627,10.614570780825556,-168.02414634340582,2.60980799269768
29,2022,2,55578,119856,144882,2.621957974814432,-123.38662785025502,-9.237159127215321
29,2022,3,49147,108823,155466,-11.571125265392782,-9.205212922173274,7.305255311218785
29,2022,4,51148,99702,152403,4.071459092111421,-8.381500234325465,-1.9702057041410985
29,2022,5,45795,93576,151617,-10.465707359036521,-6.144310043930914,-0.5157378791756068
29,2022,6,46961,99191,155215,2.5461294901190086,6.000470206035736,2.3730848123891124
29,2022,7,55278,112612,165726,17.710440578352248,13.530461432992913,6.771897046032922
29,2022,8,72012,117073,161995,30.27244111581461,3.9613895499591516,-2.251306373170172
