local_id,year,month,home,change(home),office,change(office),industry,change(industry)
21,2022,5,365442,-7.701050430249562,671896,-3.2315859514297154,594495,-1.5920862487647176
21,2022,6,374568,2.4972499055937742,743916,10.71892078535964,604517,1.685800553410878
21,2022,7,462714,23.53270968155315,858680,15.427010576462935,623586,3.154419147848613
21,2022,8,565657,22.247651897284285,925959,7.835165603018587,597182,-4.234219498192711
21,2022,9,477572,-15.572157685664633,817251,-11.74004464560526,560512,-6.140506579233802
21,2022,10,381108,-20.19883912792207,706122,-13.597903214557094,577513,3.033119719113953
21,2022,11,379512,-0.4187789288075821,671182,-4.948153435242069,585921,1.455897962470109
21,2022,12,397004,4.609076919833892,776856,15.744462753768723,597920,2.0478870018313047
22,2020,1,285958,7.781375205888893,598938,9.550540218721364,476929,-0.5996173453437431
22,2020,2,287642,0.588897670287245,565030,-5.66135392978906,461895,-3.152251173654779
22,2020,3,272848,-5.143198837443767,462231,-18.193547245279014,465485,0.7772329209019366
22,2020,4,276065,1.1790447428604938,434908,-5.911113707215656,426838,-8.302523174753214
22,2020,5,256941,-6.9273540651658125,433360,-0.35593734766893226,353970,-17.071582192775715
22,2020,6,267361,4.055405715709054,499240,15.202141406682665,383096,8.228380936237533
22,2020,7,274258,2.5796582149228944,532444,6.6509093822610375,415056,8.342556434940589
22,2020,8,329262,20.05556811469492,585819,10.02452840110885,403844,-2.7013222312169924
22,2020,9,366007,11.15980586888253,577850,-1.3603177773339545,454512,12.546428819048941
22,2020,10,254063,-30.585207386743967,445042,-22.98312710911136,403408,-11.243707536874714
22,2020,11,264569,4.135194813884746,472083,6.076055743053465,454070,12.558501566652126
22,2020,12,276798,4.622234653341851,553546,17.256075732445353,487188,7.293589094192525
22,2021,1,309709,11.889898048396304,628514,13.543228566370274,505614,3.782112859922658
22,2021,2,300322,-3.0309096603585948,577655,-8.091943854870378,465010,-8.030632063194453
22,2021,3,260220,-13.353001112139637,495944,-14.145294336584985,466582,0.33805724608072946
22,2021,4,268708,3.2618553531627086,478033,-3.6114964592776606,463280,-0.7076998255397765
22,2021,5,252834,-5.907527874123584,457612,-4.27188081157577,442968,-4.3843895700224484
22,2021,6,264565,4.639803191026523,505638,10.494917091335017,462349,4.375259612432501
22,2021,7,292485,10.55317218830911,570728,12.872845790862236,481449,4.131078471025135
22,2021,8,389968,33.32923055883208,621863,8.95960948122398,449547,-6.626247016817981
22,2021,9,307318,-21.194046691010545,541515,-12.920530727829119,452553,0.6686731309518248
22,2021,10,264572,-13.909370749516786,487316,-10.008771686841547,423189,-6.488521786398499
22,2021,11,270835,2.3672195092451203,489716,0.49249357706293245,460510,8.818991041827646
22,2021,12,279789,3.3060719626340758,562821,14.928039925181125,492200,6.881500944604895
22,2022,1,304837,8.952460604241052,633953,12.638476531614847,510725,3.763713937423811
22,2022,2,306579,0.5714529404238986,605954,-4.416573468380148,476091,-6.781340251603113
22,2022,3,269846,-11.98157734221848,533183,-12.009327440696818,483313,1.5169368881159275
22,2022,4,276233,2.3669055683612132,499782,-6.2644532927719005,471986,-2.343615834873053
22,2022,5,254325,-7.930985798221067,485495,-2.8586463698172406,452564,-4.114952562152268
22,2022,6,271074,6.585667944559128,548040,12.882727937465885,468647,3.5537515135980766
22,2022,7,352692,30.109121494499657,645668,17.814028173126047,497051,6.0608517711625165
22,2022,8,403228,14.32864935978134,661041,2.3809450057924506,468468,-5.750516546591798
22,2022,9,329788,-18.21302092116619,573367,-13.263019994221237,455288,-2.8134258903489675
22,2022,10,261969,-20.56442320521062,495332,-13.609956624640066,453686,-0.3518651930206814
22,2022,11,267929,2.275078348964954,489285,-1.2207973641920973,478081,5.377066958204573
22,2022,12,281969,5.240194230561081,576695,17.864843598311822,495075,3.5546277722812656
23,2020,1,363937,6.915768692934112,807766,4.110058681981809,936329,-5.886651355168134
23,2020,2,362782,-0.31736262045354,765934,-5.178727502766891,933616,-0.28974858196210945
23,2020,3,339840,-6.323908021897448,685005,-10.566053994208378,973137,4.2331108292917
23,2020,4,341388,0.4555084745762712,613539,-10.432916548054394,929895,-4.443567555236313
23,2020,5,323277,-5.305107385145348,583374,-4.916557871626743,894460,-3.81064528790885
23,2020,6,334429,3.449673190483703,627763,7.609012400278381,910982,1.8471479999105607
23,2020,7,348637,4.248435392863657,682415,8.705833252357976,931228,2.222436886788103
23,2020,8,419523,20.3323227310928,733900,7.544529355304324,922306,-0.9580897481604934
23,2020,9,434803,3.642231772751434,686796,-6.418313121678702,990502,7.39407528520903
23,2020,10,324640,-25.336301727448983,583936,-14.97679077921246,875234,-11.637331373384404
23,2020,11,338975,4.415660423854115,631356,8.120752959228408,915120,4.557181279520677
23,2020,12,362643,6.982225827863411,739667,17.155297486679462,989429,8.120137249759594
23,2021,1,404522,11.548271992014184,841610,13.782283108479898,1012491,2.3308393022642355
23,2021,2,388677,-3.9169686691947536,775723,-7.828685495657134,925030,-8.638200240792264
23,2021,3,335626,-13.649122536193293,681654,-12.126622518605224,1004021,8.53929061760159
23,2021,4,343820,2.441407995804854,625424,-8.24905303863837,982915,-2.1021472658440414
23,2021,5,326685,-4.983712407655169,597521,-4.461453350047328,980053,-0.2911747200927852
23,2021,6,341781,4.6209651499150555,652072,9.129553605647333,1006843,2.7335256358584687
23,2021,7,411503,20.39961261743631,749536,14.94681568906501,1030257,2.3254866945492
23,2021,8,555107,34.8974369567172,807431,7.7241119839474015,1024947,-0.5154053794344517
23,2021,9,410626,-26.02759467994459,709487,-12.130324448776427,945057,-7.794549376699478
23,2021,10,348830,-15.049217536152119,642121,-9.49502950723551,934070,-1.1625753790512106
23,2021,11,352653,1.09594931628587,661782,3.061883975138642,931980,-0.22375196719731927
23,2021,12,366950,4.054126861248877,779483,17.785464095427194,1012890,8.681516770746153
23,2022,1,407497,11.049734296225644,897333,15.118995539351083,1075778,6.208768968002448
23,2022,2,404692,-0.6883486258794543,832007,-7.280017563156599,944808,-12.17444491335573
23,2022,3,359210,-11.238670396251964,765953,-7.939115896861444,1013754,7.297355653212081
23,2022,4,360832,0.45154644915230646,671568,-12.322557650404137,988933,-2.448424371198535
23,2022,5,332217,-7.930283345157857,634458,-5.525873775998857,973360,-1.5747275093459314
23,2022,6,346122,4.18551729742909,690766,8.874976751810207,933361,-4.1093737157886085
23,2022,7,442033,27.71017155800556,810080,17.272708847858752,1020802,9.368400865260066
23,2022,8,530130,19.929959980363456,861267,6.318758641121865,970166,-4.960413478813717
23,2022,9,429158,-19.046648935166846,761505,-11.58316758914483,929772,-4.163617360328026
23,2022,10,354052,-17.50078059828781,666978,-12.413181791321133,889904,-4.287932955606321
23,2022,11,356392,0.6609198648786053,675191,1.231374947899331,961317,8.024798180477895
23,2022,12,382592,7.351455700464657,841787,24.67390708703167,991067,3.0947127742461644
24,2020,1,179055,7.864457831325302,352544,9.422167871453535,224932,0.837879881468464
24,2020,2,180774,0.9600402111083187,336914,-4.4334891531269855,222378,-1.135454270624011
24,2020,3,169153,-6.428468695719518,299353,-11.148542357990467,228379,2.6985583106242528
24,2020,4,172634,2.0579002441576564,281237,-6.051718205596737,206787,-9.454459473068889
24,2020,5,162424,-5.914246324594228,264957,-5.788712011577424,183482,-11.2700508252453
24,2020,6,167027,2.8339407969265626,295520,11.535079277014761,222757,21.405369464034617
24,2020,7,172967,3.5563112550665457,309981,4.893408229561451,240788,8.094470656365456
24,2020,8,212061,22.60199922528575,340681,9.903832815559662,233186,-3.1571340764489926
24,2020,9,232472,9.625060713662577,332533,-2.3916801934947944,245359,5.220296244199909
24,2020,10,162873,-29.93865927939709,262700,-21.000321772575955,219134,-10.688419825643242
24,2020,11,167079,2.582380136670903,277441,5.611343738104301,236914,8.11375687935236
24,2020,12,175508,5.044918870713854,316752,14.169138663715888,242353,2.2957697729977964
24,2021,1,195429,11.350479750210816,366805,15.801952316007476,249628,3.0018196597525098
24,2021,2,189546,-3.0103004160078597,340267,-7.234906830604817,237413,-4.893281202429215
24,2021,3,164434,-13.248499045086682,295911,-13.035645537181095,237415,0.0008424138526533931
24,2021,4,170284,3.5576583918167772,286440,-3.200624512099922,239327,0.8053408588336879
24,2021,5,161234,-5.314650818632402,269470,-5.924451892193828,229046,-4.295796128309802
24,2021,6,168214,4.329111725814654,297815,10.518796155416188,247705,8.14639854003126
24,2021,7,190071,12.993567717312471,341885,14.797777143528702,258988,4.555015038049293
24,2021,8,252671,32.935061108743575,378914,10.830834929874081,244935,-5.426120129117951
24,2021,9,204989,-18.871180309572527,338495,-10.66706429427258,238273,-2.7199052809929163
24,2021,10,171532,-16.321363585363116,300577,-11.20193799022142,233493,-2.0061022440645813
24,2021,11,171344,-0.10960054100692582,292729,-2.610978218559637,246738,5.672546928601714
24,2021,12,176165,2.8136380614436454,330591,12.93414728298187,254656,3.209071971078634
24,2022,1,192007,8.9927057020407,376212,13.79983121137599,257662,1.180415933651671
24,2022,2,192382,0.1953053794913727,358340,-4.750513008622797,237813,-7.70350303886487
24,2022,3,170870,-11.181919306380014,320672,-10.51180443154546,243857,2.541492685429308
24,2022,4,175471,2.692690349388424,300715,-6.223493164354855,236705,-2.9328663930090175
24,2022,5,160248,-8.675507633740049,278806,-7.285635901102373,233364,-1.4114615238376882
24,2022,6,166889,4.144201487694074,311626,11.771626148648163,239049,2.4361083971820845
24,2022,7,210801,26.312099659054823,371045,19.067407725927875,256952,7.489259524197968
24,2022,8,250701,18.92780394779911,391060,5.394224420218572,250253,-2.607101715495501
24,2022,9,216161,-13.77736825940064,355096,-9.196542730015853,235630,-5.843286593966906
24,2022,10,170660,-21.049588038545345,299008,-15.79516525108703,221910,-5.822688112719093
24,2022,11,167877,-1.6307277628032344,287701,-3.7815041738013697,234945,5.874002974178722
24,2022,12,175613,4.6081357184128855,334483,16.260631697491494,234270,-0.2873012832790653
25,2020,1,170132,8.077272467395517,485405,8.720143704420433,197590,0.42591689029844676
25,2020,2,171238,0.6500834646039546,462978,-4.62026555144673,196622,-0.4899033351890278
25,2020,3,159805,-6.67667223396676,413902,-10.600071709670871,197621,0.5080814964754707
25,2020,4,163371,2.231469603579362,375281,-9.330952737604553,181677,-8.06796848513063
25,2020,5,151937,-6.9987941556334965,363337,-3.1826817771216773,170181,-6.3277134695090735
25,2020,6,157068,3.3770575962405474,406165,11.787403980326804,193002,13.409840111410793
25,2020,7,164014,4.4222884355820415,433239,6.665763913680401,202180,4.755391135843152
25,2020,8,187998,14.623141926908678,464019,7.104623544971712,199815,-1.1697497279651796
25,2020,9,218534,16.242725986446665,452290,-2.5276982192539528,203154,1.671045717288492
25,2020,10,151423,-30.709637859555034,394125,-12.860111875124366,184069,-9.394351083414552
25,2020,11,158121,4.423370293812697,361679,-8.232413574373613,193930,5.357230169121363
25,2020,12,165991,4.977201004294179,450227,24.482483085830253,203076,4.7161346877739385
25,2021,1,186458,12.330186576380648,512600,13.85367825563549,213744,5.253205696389529
25,2021,2,182892,-1.9124950390972766,471004,-8.114709325009754,193244,-9.590912493450109
25,2021,3,155500,-14.977144981737855,413927,-12.11815610907763,202527,4.803771397818302
25,2021,4,162563,4.542122186495177,388456,-6.1535004964643525,200303,-1.0981251882465053
25,2021,5,151816,-6.610975437215111,368560,-5.121815598162984,188596,-5.844645362276152
25,2021,6,159382,4.983664435896085,409201,11.026969828521814,206125,9.294470720481876
25,2021,7,177151,11.148686802775721,467616,14.275380558698537,217669,5.600485142510612
25,2021,8,246980,39.41778482763292,504451,7.877189830972421,214349,-1.5252516435505286
25,2021,9,191805,-22.339865576160012,438456,-13.082539235723589,200584,-6.421770103895982
25,2021,10,158813,-17.200802898777404,397247,-9.398662579597497,198297,-1.1401707015514697
25,2021,11,162384,2.2485564783739367,399855,0.6565184884970812,191571,-3.3918818741584595
25,2021,12,166905,2.784141294708838,453890,13.513648697652899,193683,1.1024633164727438
25,2022,1,183876,10.16805967466523,515633,13.603075635065764,213714,10.342157029785785
25,2022,2,185326,0.7885749091779243,490928,-4.79119839110375,196264,-8.165117867804636
25,2022,3,163341,-11.862879466453709,446335,-9.083409379786852,200752,2.286715852117556
25,2022,4,169188,3.5796278950171727,415578,-6.891012356189857,194734,-2.997728540687017
25,2022,5,152645,-9.777880227912144,396014,-4.707660174503944,193748,-0.506331714030421
25,2022,6,157946,3.4727636018212196,436613,10.25191028599999,198524,2.4650577038214587
25,2022,7,200021,26.63885125295987,512362,17.349231470432624,218035,9.828030867804397
25,2022,8,238299,19.136990615985322,525858,2.6340751265706666,208832,-4.220881968491297
25,2022,9,202773,-14.908161595306737,462900,-11.972433622765081,192578,-7.78328991725406
25,2022,10,159921,-21.13299107869391,405314,-12.440267876431195,190347,-1.1584916241730625
25,2022,11,160764,0.527135273041064,399852,-1.347597171575618,189289,-0.555826989655734
25,2022,12,168019,4.512826254634121,471061,17.808839270530097,199477,5.38224619497171
26,2020,1,135479,7.813942384211364,357451,9.034810512701627,2420906,-0.17166521859790382
26,2020,2,137299,1.343381631101499,353974,-0.9727207365485059,2216161,-8.457370918160391
26,2020,3,129140,-5.942505043736662,327520,-7.4734302519394085,2399461,8.271059728963735
26,2020,4,131711,1.990862629704197,304131,-7.141243282852956,2266394,-5.54570380597976
26,2020,5,122140,-7.266667172825353,279365,-8.143201449375434,2283492,0.7544142810120393
26,2020,6,123228,0.8907810709022433,300486,7.560360102375029,2086768,-8.61505098331853
26,2020,7,125140,1.5515954166260915,315903,5.130688284978335,2279119,9.217651411177476
26,2020,8,152399,21.78280326034841,346721,9.755526221656648,2372331,4.08982593712746
26,2020,9,177919,16.745516702865505,375828,8.394934255496494,2298114,-3.1284420260073316
26,2020,10,122082,-31.38338232566505,297534,-20.832402056259777,2351153,2.3079359857692
26,2020,11,124906,2.313199325043823,304818,2.448123575793019,2283424,-2.88067173850447
26,2020,12,130255,4.2824203801258545,331890,8.881365273704308,2393073,4.801955309219838
26,2021,1,146725,12.644428236919888,374594,12.866913736478955,2422465,1.2282115923751593
26,2021,2,143187,-2.4113136820582723,331983,-11.375248936181572,2171623,-10.354824527908555
26,2021,3,122957,-14.128377576176609,307055,-7.508818222619833,2382588,9.714623578770349
26,2021,4,128479,4.491000919020471,317562,3.421862532771002,2270571,-4.701484268367002
26,2021,5,120716,-6.042232582756715,298659,-5.952538401949855,2263421,-0.31489876335071665
26,2021,6,124792,3.376520096756022,333316,11.60420412577555,2227344,-1.5939146981493943
26,2021,7,133045,6.6134047054298355,353921,6.181821454715646,2394865,7.521110344877127
26,2021,8,183178,37.68123567214101,366059,3.4295789173290085,2362485,-1.3520595106613524
26,2021,9,152513,-16.740547445653952,335461,-8.358761838938532,2373587,0.46992890960154243
26,2021,10,126664,-16.948719125582738,315801,-5.860591842270786,2354704,-0.7955469928003481
26,2021,11,127439,0.6118549864207667,338719,7.257101782451607,2280126,-3.167192139648975
26,2021,12,129029,1.2476557411781324,333031,-1.6792680658599017,2444440,7.206356139967704
26,2022,1,141911,9.983802091002799,364383,9.414138623731723,2401631,-1.751280456873558
26,2022,2,143347,1.0119018257922219,340012,-6.688292263909129,2191299,-8.757881622947073
26,2022,3,125864,-12.196278959448053,321081,-5.567744667835252,2416910,10.295765205934927
26,2022,4,130896,3.9979660586029366,302429,-5.809126046075601,2276729,-5.800009102531745
26,2022,5,118477,-9.48768487959907,298948,-1.151013956994865,2329360,2.3116936622672264
26,2022,6,122153,3.1027119187690437,319147,6.756693471774355,2169075,-6.881074629941271
26,2022,7,149526,22.40878242859365,358776,12.417161997449451,2393895,10.364786833097057
26,2022,8,181410,21.323381886762167,378273,5.43430998729012,2342449,-2.149049979217969
26,2022,9,158966,-12.371975084063722,360865,-4.601967362196087,2220211,-5.218384690552495
26,2022,10,123131,-22.54255626989419,331858,-8.038186025244897,2138119,-3.6974864100754385
26,2022,11,124106,0.7918395854821288,302881,-8.731746710942632,2086072,-2.4342424345885334
26,2022,12,128368,3.434161120332619,342822,13.18702724832525,2283786,9.477812846344708
29,2020,1,45624,8.950234024262107,110239,8.463453269970582,132979,-1.7459473038672402
29,2020,2,45959,0.7342626687708224,104055,-5.609629985758216,133260,0.21131156047195424
29,2020,3,42995,-6.449226484475293,94668,-9.021190716448032,142884,7.221972084646556
29,2020,4,44245,2.9073148040469823,84571,-10.66569484936832,135789,-4.965566473502982
29,2020,5,41341,-6.563453497570347,80596,-4.700192737463197,130364,-3.9951689753956505
29,2020,6,42855,3.6622239423332767,87812,8.953297930418383,138681,6.37982878708846
29,2020,7,45058,5.1405903628514755,93635,6.631212135015716,145992,5.271810846475003
29,2020,8,50666,12.446180478494385,99184,5.926202808778768,144172,-1.2466436517069428
29,2020,9,65247,28.778668140370268,95631,-3.582231005000806,149846,3.93557694975446
29,2020,10,44175,-32.29573773506828,82974,-13.235247984440193,138912,-7.2968247400664685
29,2020,11,44455,0.6338426711941143,91407,10.163424687251428,152192,9.560009214466712
29,2020,12,46364,4.294230120346418,107083,17.14967125056068,157294,3.3523444070647606
29,2021,1,52480,13.191269088085583,122502,14.399110969995238,159192,1.2066575966025406
29,2021,2,53385,1.7244664634146343,111043,-9.354132993747042,139581,-12.319086386250564
29,2021,3,44544,-16.56083169429615,98310,-11.466729104941328,153144,9.716938551808628
29,2021,4,46894,5.275682471264368,91899,-6.521208422337504,148729,-2.8829075902418637
29,2021,5,43857,-6.476308269714676,86462,-5.916277652640399,144865,-2.5980138372476116
29,2021,6,46213,5.372004469069932,93803,8.490435104438944,152874,5.5285955889966525
29,2021,7,49119,6.28827386233311,105239,12.191507734294213,160939,5.275586430655311
29,2021,8,71039,44.62631568232252,110752,5.238552247740857,157209,-2.3176483015303937
29,2021,9,60033,-15.49289826714903,99654,-10.020586535683329,149663,-4.79997964493127
29,2021,10,47279,-21.244981926607032,92964,-6.713227768077548,146457,-2.1421460213947334
29,2021,11,48302,2.163751348378773,97909,5.319263370767178,151077,3.1545095147381144
29,2021,12,48961,1.364332739845141,753406,669.4961648060954,155567,2.9719944134447998
29,2022,1,54158,10.614570780825556,-512498,-168.02414634340582,159627,2.60980799269768
29,2022,2,55578,2.621957974814432,119856,-123.38662785025502,144882,-9.237159127215321
29,2022,3,49147,-11.571125265392782,108823,-9.205212922173274,155466,7.305255311218785
29,2022,4,51148,4.071459092111421,99702,-8.381500234325465,152403,-1.9702057041410985
29,2022,5,45795,-10.465707359036521,93576,-6.144310043930914,151617,-0.5157378791756068
29,2022,6,46961,2.5461294901190086,99191,6.000470206035736,155215,2.3730848123891124
29,2022,7,55278,17.710440578352248,112612,13.530461432992913,165726,6.771897046032922
29,2022,8,72012,30.27244111581461,117073,3.9613895499591516,161995,-2.251306373170172
29,2022,9,66933,-7.052991168138643,106465,-9.061013213977603,156035,-3.679125898947498
29,2022,10,49478,-26.078317123093242,97343,-8.568074014934487,151812,-2.7064440670362417
29,2022,11,48966,-1.0348033469420752,98500,1.1885805861746608,159744,5.224883408426211
29,2022,12,49984,2.0789935873871666,119289,21.10558375634518,162170,1.5186798878205128
31,2020,1,1630255,7.145697327231584,4119709,8.171091491900247,5528375,1.082411683222482
31,2020,2,1625298,-0.3040628613315095,3900613,-5.318239710620337,5327913,-3.626056481334931
31,2020,3,1527652,-6.0078828620966735,3464703,-11.175422939932774,5409496,1.5312374657769374
31,2020,4,1541011,0.8744792662203172,3141585,-9.325994176124187,5105893,-5.612408253929757
31,2020,5,1452608,-5.736688446740484,2934608,-6.588298581766846,4919373,-3.6530338571529013
31,2020,6,1514236,4.242576111380359,3167141,7.9238181044964096,5179460,5.286994907684374
31,2020,7,1580651,4.386040220943102,3399839,7.347257352924926,5425576,4.7517694894834595
31,2020,8,1868562,18.21471026811105,3625838,6.647344183062787,5482051,1.0409033068562674
31,2020,9,1977828,5.847598313569472,3436342,-5.226267693151211,5498169,0.2940140469324346
31,2020,10,1480196,-25.16052963149475,2931616,-14.687886130076691,5095858,-7.317181410756926
31,2020,11,1544219,4.325305567641042,3207661,9.416137720629168,5390699,5.785895132870657
31,2020,12,1645029,6.528219119179339,3800888,18.494067795817575,5807996,7.741055473510949
31,2021,1,1839465,11.819609259168075,4391913,15.549655764652892,6088209,4.824607317222671
31,2021,2,1773486,-3.586858135381755,4084601,-6.9972242164177665,5606085,-7.918979128344642
31,2021,3,1528106,-13.836026898436188,3490917,-14.534687721028321,5649262,0.7701809729963067
31,2021,4,1569568,2.7132934495381864,3222217,-7.697117977883748,5546553,-1.8180958857988885
31,2021,5,1494817,-4.762520642622683,3027494,-6.043137380257133,5502618,-0.792113588385435
31,2021,6,1563636,4.603841139082577,3292013,8.73722623397437,5657148,2.8082996130205657
31,2021,7,1845645,18.035463496619418,3696753,12.294605154961417,6055053,7.033667848180744
31,2021,8,2468355,33.73942442885821,3967366,7.320288913000137,5760641,-4.862253063680863
31,2021,9,1835426,-25.64173305703596,3488847,-12.061377750376447,6047525,4.98007079420502
31,2021,10,1577530,-14.051015949430814,3214512,-7.863199504019523,5595162,-7.480134435161492
31,2021,11,1609745,2.0421164732207946,3376074,5.026019501560423,5775244,3.218530580526534
31,2021,12,1669471,3.710277093576933,4000495,18.495477291078334,6133978,6.211581709794426
31,2022,1,1845233,10.528005577814769,4664460,16.597071112449836,6454270,5.2216033379969735
31,2022,2,1829616,-0.8463429821599765,4432269,-4.977875252440797,5952653,-7.771862658364152
31,2022,3,1623139,-11.285264230308437,3915606,-11.656851152310475,6094534,2.3834918648878074
31,2022,4,1638252,0.931097090267685,3531841,-9.800909488850513,5890683,-3.344816847358633
31,2022,5,1502518,-8.285294325903463,3315339,-6.130004153641118,5814815,-1.28793214640815
31,2022,6,1562740,4.008071783499433,3547743,7.0099618772016985,5748616,-1.1384541038708884
31,2022,7,1974596,26.354735912563832,4071731,14.769615499206115,6505491,13.166212528372046
31,2022,8,2345949,18.80653055105956,4316065,6.000740225717268,6264636,-3.702333920683312
31,2022,9,1909497,-18.604496517187712,3807222,-11.789511974448947,5918737,-5.521454079694335
31,2022,10,1584554,-17.017204007128576,3383310,-11.134417693530875,5818448,-1.6944324439487684
31,2022,11,1605675,1.3329302756485422,3467215,2.4799678421427536,5992445,2.9904366250244054
31,2022,12,1706376,6.271568032136017,4242090,22.348628510201994,6252630,4.341883822045927
32,2020,1,193282,8.100157159715659,848597,10.462901854809632,505530,-9.782366220810394
